Date,Text,Processed_Text,Score,Username,Sentiment
2025-03-01 07:07:18,Bagus saya suka tapi sekarang suka lag padahal jaringan bagus kadang juga keluar sendiri,bagus suka suka lag jaring bagus kadang,4,Hemamalini Naysifa,Positif
2025-03-01 07:06:10,"GAME BAGUS, AKU TERMOTIVASI MENJADI MALING SETELAH MEMAKAI HERO HANZO, AKU PUN TERMOTIVASI LAGI MENJADI POLISI SETELAH MEMAKAI HERO JOHNSON",game bagus motivasi maling pakai hero hanzo motivasi polisi pakai hero johnson,5,Lucario,Positif
2025-03-01 07:06:09,baik,,5,Ermansyah Eiman,Positif
2025-03-01 07:05:22,Saya tidak akan bermain game ini lagi karena susah untuk menaikkan kredit skor semula lagi,main game susah naik kredit skor,1,Izam Chaerul,Negatif
2025-03-01 07:03:30,tidak terlalu bagus,bagus,1,Arkan saputra,Negatif
2025-03-01 07:02:05,Gua habis 200 gak dapat starlight card,gua habis 200 gak starlight card,1,Dzery Ramadepani,Negatif
2025-03-01 07:01:45,👍,,5,Jumarni darman,Positif
2025-03-01 07:01:37,👍👍👍,,5,Mepran Dpran,Positif
2025-03-01 07:01:13,GAME NYA JELEK GUA DIKASIH TIM GAK BISA MAIN TERUS BUFF JUNGLE GUA DI AMBIL BUFF BIRU DIAMBIL STREESS,game nya jelek gua kasih tim gak main buff jungle gua ambil buff biru ambil streess,1,Fery Arkan,Negatif
2025-03-01 07:00:11,Game nya sangat bagus itu saja,game nya bagus,5,Arya Deva,Positif
2025-03-01 07:00:09,Matchmakingnya jelek,matchmakingnya jelek,1,Abdi Harahap,Negatif
2025-03-01 07:00:07,"Game aneh, game nggk masuk akal makin lama makin aneh jangan mau downlord jame ini",game aneh game nggk masuk akal aneh downlord jame,1,Wahyu Candra,Negatif
2025-03-01 06:59:28,seruu,seruu,4,Bilqis Dei,Positif
2025-03-01 06:57:54,"Maaf yaa Leg mulu tapi di game lain game berat lainnya nga ,takutnya berbahaya",maaf yaa leg mulu game game berat nga takut bahaya,1,MBOH WES,Negatif
2025-03-01 06:57:50,Game macen kontrol kalh muluh gua kasih menang Napa maen ml dari tadi g perna menang maen rank tolong moonton gua lagi puasa jangan bikin gua batal,game macen kontrol kalh muluh gua kasih menang napa maen ml g perna menang maen rank moonton gua puasa bikin gua batal,1,Azam,Negatif
2025-03-01 06:56:18,Bintang satu jika di Ramadhan tidak bisa memainkan gem anj emang,bintang ramadhan main gem anj emang,1,Adi Nugroho,Negatif
2025-03-01 06:53:56,Gua mau nanya sama monton kenapa warior ketemu epic biasanya kan gm bisa kan gak bisa tolong diperbaiki game dark sistem monton ini,gua nanya monton warior ketemu epic gm gak baik game dark sistem monton,1,M Fadhil,Negatif
2025-03-01 06:52:52,game nya banyak banget dark sistemnya buat jadi ngga pengen buat main lagi,game nya banget dark sistem ngga ken main,1,02 Yudhis,Negatif
2025-03-01 06:52:26,Game kontoollll tim bapuk musuh jago males gue jembuddd mending main HOK mok,game kontoollll tim bapuk musuh jago males gue jembuddd mending main hok mok,1,Exya Java,Negatif
2025-03-01 06:52:02,"jaringan saya ngelag trs ditandain afk, tolonglah moonton buat kasih kesempatan untuk alasan cape bgt pengen rank malah dihukum trs",jaring ngelag trs ditandain afk tolong moonton kasih sempat alas cape bgt ken rank hukum trs,1,nahrul anzani,Negatif
2025-03-01 06:50:56,"Terlalu bnyak leg pas melawan musuh lawannya juga tak seimbang mendapat skin heronya juga sangat susah didapatkan lebih banyak update lebih banyak hero tetapi bug dan keseimbangan diantara pemain dan musuh tetap gk sesuai, jaringan terkadang bermasalah (merah) padahal koneksi stabil internet bagus wifi tetap menyala tetapi malah merah.. Kalo bisa dibagusin lg jangan cuma stiap kali update heronya dibanyakin mikirin juga keamanan dan kenyamanan para pemain! mohon kepada pihak moonton",bnyak leg pas lawan musuh lawan imbang skin hero susah dapat update hero bug imbang main musuh gk sesuai jaring terkadang masalah merah koneksi stabil internet bagus wifi nyala merah kalo dibagusin lg stiap kali update hero dibanyakin mikirin aman nyaman main mohon moonton,5,Alia Amalia,Positif
2025-03-01 06:49:56,"Game Dajjal tiba² ngeleg² jangan main game ini, gw ketemu tim dark sistem terus",game dajjal tiba ngeleg main game gw ketemu tim dark sistem,1,Taik Kucing,Negatif
2025-03-01 06:49:07,Terlalu banyak drak sistem tau hadeh,drak sistem tau hadeh,1,Rida Hidayatullah,Negatif
2025-03-01 06:48:20,sistem mect yang tidak adil,sistem mect adil,1,Bit Sar,Negatif
2025-03-01 06:46:57,Developer kikir,developer kikir,5,Nisa Nuzula,Positif
2025-03-01 06:46:56,"Game nya burik ngelag banyak bug g kaya game sebelah bagus disini bnyak cheater ping tiba² naik ,burikkk",game nya burik ngelag bug g kaya game belah bagus bnyak cheater ping tiba burikkk,1,Haidar Almairi,Negatif
2025-03-01 06:46:41,Makin aneh,aneh,1,Nazril Febrian,Negatif
2025-03-01 06:46:41,RUSAK GAME LU BANG SKALINYA MAU NAEK CWE SEMUA 4 ORG,rusak game lu bang skalinya naek cwe 4 org,1,Rama Saputra,Negatif
2025-03-01 06:46:18,Lama amat nggak enak,enak,1,Aisatus Zahro,Negatif
2025-03-01 06:46:01,"Tidak afk tp sistem menetapkan afk ,dasar",afk tp sistem tetap afk dasar,1,Naufal 238,Negatif
2025-03-01 06:45:33,Mantap,mantap,5,Cs Dk,Positif
2025-03-01 06:44:48,Mantap,mantap,5,Torda Surandi,Positif
2025-03-01 06:44:40,"Selalu dapat tim ga seimbang tim saya ga tau main gimana, tim lawan selalu kuat, dari dulu masalah nya itu terus",tim ga imbang tim ga tau main gimana tim lawan kuat nya,1,Gass Aja,Negatif
2025-03-01 06:44:16,"moonton gak adil tentang pengurangan kredit skor, mati listrik itu tidak disengaja masa langsung kurangi 10 kredit poin, moonton busuk gak adil, pantas saya kasih bintang 1 saja",moonton gak adil kurang kredit skor mati listrik sengaja langsung kurang 10 kredit poin moonton busuk gak adil kasih bintang 1,1,bos anggono,Negatif
2025-03-01 06:43:36,"Dari awal rilis Ml,smpe skrg msh main ML jg,saya bertahan karena memang byk prubahan,dr layar dan gambar udh oke,tp klw snyal tidak diperbaiki,trutama tu ya,masa lg rank2 tiba2 frezz sndri,hp gua g kentang anying mmg spek main game,mslah nya g 1x tp sk berkali2 digua,apa lg kalo udh win rate 7,g prnh lbh dr itu sllu di buat lag,dksi temen yg bego2,dksi tim yg ancur2,mau kau apa montook....ganti aja nama kau montood,udh gua uninstall game ini,udah beralih ke game sebelah,bye montood!",rilis mlsmpe skrg msh main ml jgsaya tahan byk prubahandr layar gambar udh oketp klw snyal diperbaikitrutama tu yamasa lg rank2 tiba2 frezz sndrihp gua g kentang anying mmg spek main gamemslah nya g 1x tp sk berkali2 diguaapa lg kalo udh win rate 7g prnh lbh dr sllu lagdksi temen yg bego2dksi tim yg ancur2mau kau montookganti aja nama kau montoodudh gua uninstall game iniudah alih game sebelahbye montood,1,Afri Adi,Negatif
2025-03-01 06:43:13,Game rusak,game rusak,1,Anas Nazatu iqro,Negatif
2025-03-01 06:42:55,MOONTON baik banget kasih gwe lose treak 8×🥲,moonton banget kasih gwe lose treak 8,5,Abi Fadilah,Positif
2025-03-01 06:42:39,Saya tidak terlalu suka karena ff di hati,suka ff hati,1,Mulai Mulai,Negatif
2025-03-01 06:42:37,"game apa ini saya main di mythic mesti di kasih tim legend duo bucin beban lagi tolong ya admin moonton di kurangin dark sistem nya minimal mythic sama mythic lah, lah ini legend apalah👎🏻",game main mythic mesti kasih tim legend duo bucin beban admin moonton rangin dark sistem nya minimal mythic mythic legend apa,1,M Faisal,Negatif
2025-03-01 06:42:20,Bagus sekali game ini aku suka banget,bagus game suka banget,5,Angelina Amira,Positif
2025-03-01 06:41:19,Seru bangetttt,seru bangetttt,5,Dirgam Sukma,Positif
2025-03-01 06:40:57,Game sampah... Dark sistem semua,game sampah dark sistem,1,im Vano,Negatif
2025-03-01 06:38:16,"Saya merasa tidak senang karena pemain yg suka ngomong kasar ke saya, padahal saya ingin mencoba bermain saja",senang main yg suka ngomong kasar coba main,1,Eza Pradita,Negatif
2025-03-01 06:37:14,"Magic Chess versi yang sekarang sulit di pahami,versi sebelum update 2024 itu lebih seru",magic chess versi sulit pahamiversi update 2024 seru,5,Komang Bayu,Positif
2025-03-01 06:36:43,Moonton tolong donk jangan kasih saya ls kalo kayak gitu terus saya akan hapus ml dan akan pindah game ke game sebelah jika saya di kasih ls banyak saya rasanya mau bunuh diri dikasih ls banyak,moonton donk kasih ls kalo kayak gitu hapus ml pindah game game belah kasih ls bunuh kasih ls,4,Zulfiansyah Al Rajab,Positif
2025-03-01 06:35:56,BAGUSSSSSS!!!!,bagussssss,5,elis suryatin,Positif
2025-03-01 06:35:35,Setiap main saya selalu dikeluarkan tiba tiba dalam kondisi internet baik dan tidak ada kerusakan pada sistem hp saya sudah kehilangan 15 bintang hanya karena ini dan tim memilih suren saya sangat kecewa dan kesal terhadap cara kerja dan penyelesaian bug yang merugikan,main keluar kondisi internet rusa sistem hp hilang 15 bintang tim pilih suren kecewa kesal kerja selesai bug rugi,1,RAZZ4K20,Negatif
2025-03-01 06:35:31,"Grafik udah bagus kualitas juga udah bagus tapi,setiap main gak pernah dikasih tim bagus",grafik udah bagus kualitas udah bagus tapisetiap main gak kasih tim bagus,1,Agus Wer,Negatif
2025-03-01 06:35:26,ML aneh makin kesini ada item atack tapi gk ada mblem atack/pisical atack item atack pada di ilangin,ml aneh kesini item atack gk mblem atackpisical atack item atack ilangin,1,Fahru Resepsi,Negatif
2025-03-01 06:35:12,"Game ini sangat cocok ketika anda stres bekerja di jamin tambah stres depresi bunuh diri, dark system' banyak haduh muntuuuuuun masa iya di glory ketemu player bisanya miya Nana zilong wkwk kasih keseimbangan lah di draft pick nya team selalu feeder bngke cape ini player solo buat kalian yang belum download mending jangan download game bikin gila",game cocok stres jamin stres depresi bunuh dark system haduh muntuuuuuun iya glory ketemu player bisa miya nana zilong wkwk kasih imbang draft pick nya team feeder bngke cape player solo download mending download game bikin gila,1,Iqbal Ganteng,Negatif
2025-03-01 06:34:47,kalo menang suka lag. tapi kalo kalah suka gk lag,kalo menang suka lag kalo kalah suka gk lag,3,Falki Hafiyan,Netral
2025-03-01 06:34:35,Gm haram gausah main ml gua saranin masa kalah 6 menang 1 kan gm haram jangn main dah bikin stres aja main ff aja,gm haram gausah main ml gua saranin kalah 6 menang 1 gm haram jangn main dah bikin stres aja main ff aja,1,Hoirul Sihabudin,Negatif
2025-03-01 06:34:01,"bug dimana-mana, dapat enemy ga adil, kadang dapat team low tier, kikir",bug dimanamana enemy ga adil kadang team low tier kikir,3,Elyy G.,Netral
2025-03-01 06:33:35,Game nya jelek kebanyakan drak sistem,game nya jelek banyak drak sistem,1,RIWANI RIWANI,Negatif
2025-03-01 06:33:03,👍👍👍👍,,5,Ferry Elek123,Positif
2025-03-01 06:32:56,Game gak seru...d ksih menang satu kali....selebihnya d ksih klah...lawan gak sebanding....d ksih menang satu kli ..kalahnya berkali kali....dasar game gak transparan,game gak serud ksih menang kaliselebihnya d ksih klahlawan gak sebandingd ksih menang kli kalah kali kalidasar game gak transparan,1,Dapit Candra Eka putra,Negatif
2025-03-01 06:32:55,Hapus dark sistem plis,hapus dark sistem plis,4,Mbote Ahri,Positif
2025-03-01 06:31:38,"game nya bagus bagus aja sih, CUMAN AKHIR AKHIR INI PING NYA KAYAK SAMPAH BANGET, PADAHAL JARINGAN NORMAL, PING 300 SAN. P MAKSUD",game nya bagus bagus aja sih cuman ping nya kayak sampah banget jaring normal ping 300 san p maksud,4,Harayuni Ayu,Positif
2025-03-01 06:31:11,Banyak dark system isinya... Moon tonight gk jelas cara ngatur rank nya yang sesuai... Bisa kah untuk game ini tidak untuk ada di PlayStore,dark system isi moon tonight gk ngatur rank nya sesuai game playstore,1,DJ FAJRIN TEAM 123,Negatif
2025-03-01 06:30:57,Karena game nya kikir,game nya kikir,1,Marvel Alvino,Negatif
2025-03-01 06:28:33,Gerafik ya jelek terus ngelek gabisa di Pecet Hero ya mahal semuah ga ada yang murah terus baf ya ngelek super gelek Reng turun Mulu ga naek naek sisen Mulu ubur ikan lele gem ko matisuri,gerafik jelek ngelek gabisa pecet hero mahal semuah ga murah baf ngelek super gelek reng turun mulu ga naek naek sisen mulu ubur ikan lele gem ko matisuri,1,Fian Zahki,Negatif
2025-03-01 06:28:03,game plagiat . player toxic semua,game plagiat player toxic,3,Muhammad Rafif,Netral
2025-03-01 06:27:36,banyak dark sistem,dark sistem,1,Widi,Negatif
2025-03-01 06:27:03,Kebanyakan darksistem jangan download sebelum menyesal ini serius,banyak darksistem download sesal serius,1,Kanisius Rase,Negatif
2025-03-01 06:26:55,Bagus tapi knp banyak dark system bikin batal puasa (gk rekomen pas puasa),bagus knp dark system bikin batal puasa gk rekomen pas puasa,3,Sultan Maliki,Netral
2025-03-01 06:26:53,"Min masa event ramadhan ko skin rubi kan Rubi ada skin Christmas, Terus event ramadhan spin pas tarawih",min event ramadhan ko skin rubi rubi skin christmas event ramadhan spin pas tarawih,5,Nizam Pasaribu,Positif
2025-03-01 06:26:37,"GAME RUSAK!!!, SISTEM JELEK MASA TIM GW BOT MELULU TIM MUSUH JAGO,ini GAME TIDAK DIREKOMENDASIKAN. Mending hapus aja",game rusak sistem jelek tim gw bot melulu tim musuh jagoini game rekomendasi mending hapus aja,1,Siti Putri,Negatif
2025-03-01 06:25:57,Setiap kali aku main GK pernah merasa bosen mainnin game ini,kali main gk bosen mainnin game,4,Pasya Ramadan,Positif
2025-03-01 06:21:49,Dapet tim gak jelas terus.menag sekali kalah lima kali,dapet tim gak terusmenag kalah kali,1,Pramono Aji,Negatif
2025-03-01 06:21:01,game tolol dapet team cuma afk abis tuh in game lagi,game tolol dapet team afk abis tuh in game,1,Bekti,Negatif
2025-03-01 06:20:22,well permainannya bagus👍👍,well main bagus,5,Asep Romansyah,Positif
2025-03-01 06:18:01,Monton suka nya bikin orang darah tinggi jangan di dolnot monton tu g bisa bikin gem tapi maksain saran gw jangan di dolnot soal nya ini lagi ramadan nanti malah ngomong kasar pesan: kalo ndolnot nyesel,monton suka nya bikin orang darah dolnot monton tu g bikin gem maksain saran gw dolnot nya ramadan ngomong kasar pesan kalo ndolnot nyesel,1,Niken Palupi,Negatif
2025-03-01 06:17:44,Woi muntun tolonglah sistem machmakeing di perbaiki lagi,woi muntun tolong sistem machmakeing baik,1,terserah 1,Negatif
2025-03-01 06:17:23,Bagus sih cuman minus nya suka nge lag trs mau milih hero nya kadang gak bisa di gerakin,bagus sih cuman minus nya suka nge lag trs milih hero nya kadang gak gerakin,3,suyitno suyitno,Netral
2025-03-01 06:17:16,Banyak juga event baru jadi gak ngebosenin tapi sistem draft pick nya kurang,event gak ngebosenin sistem draft pick nya,4,Hari Ade Sumantri,Positif
2025-03-01 06:16:43,Ok,,5,Arf Rizki,Positif
2025-03-01 06:15:22,Game nya bagus tpi tolonglah itu user marksman nya terutama user miya klo hyper mati jangan ambil Saran kalo bukan jungler Buff ga bisa di serang,game nya bagus tpi tolong user marksman nya user miya klo hyper mati ambil saran kalo jungler buff ga serang,1,Sugeng Maryanto,Negatif
2025-03-01 06:14:38,Jangan trol gw lah muntun gw kena drak sistem su pri,trol gw muntun gw kena drak sistem su pri,4,Pangeran April,Positif
2025-03-01 06:13:13,Kalah mulu bisa buat game gak sih,kalah mulu game gak sih,1,Umar Setyawan,Negatif
2025-03-01 06:13:00,Sangat puas,puas,5,Jeli Suprapto,Positif
2025-03-01 06:12:33,GG nih game gua udh mythic imortal cuma 150 match,gg nih game gua udh mythic imortal 150 match,5,Botak 120,Positif
2025-03-01 06:12:18,setelah update jadi makin berat,update berat,5,Andre GMG,Positif
2025-03-01 06:12:10,Seru,seru,5,Asmar Asmar,Positif
2025-03-01 06:11:22,game rusak!!! game yg membuat orang jadi stress!!!!,game rusak game yg orang stress,1,Muhammad Ikhsan,Negatif
2025-03-01 06:11:17,Seru sih menurutku walaupun kadang dark system,seru sih turut kadang dark system,5,Tiwi Astuti,Positif
2025-03-01 06:11:14,Seru,seru,5,Ade Rahman,Positif
2025-03-01 06:10:56,buruk banget😹,buruk banget,1,1980,Negatif
2025-03-01 06:10:55,Bagus,bagus,5,Rohwi,Positif
2025-03-01 06:10:15,Kalo main di classic waktu draft pick nya terlalu cepat,kalo main classic draft pick nya cepat,3,Alip Darmawan,Netral
2025-03-01 06:09:26,Baguss tp tolong kembalikan akun Walter ku di situ banyak kenangan minnn,baguss tp kembali akun walter ku situ kenang minnn,5,Waldan Walter,Positif
2025-03-01 06:09:25,Kembalikan hanzo seperti dulu,kembali hanzo,2,Sajid Amanulloh,Negatif
2025-03-01 06:09:23,game nya gak jelas gak sesuai rank ranknya di legend malah ketemu lawan di tier mytic ke atas game gak jelas selalu tim tidak seimbang,game nya gak gak sesuai rank ranknya legend ketemu lawan tier mytic game gak tim imbang,1,preysxx pai,Negatif
2025-03-01 06:08:25,monton sampe ngasih aku epic 1 bintang 2 padahal udh mau legend ahhhhhhhhhhh syebelll,monton sampe ngasih epic 1 bintang 2 udh legend ahhhhhhhhhhh syebelll,1,Bilian Muhammad farhan,Negatif
2025-03-01 06:07:32,"Tolong segera perbaiki sistem saat bermain solo, duo, trio. agar mendapatkan team dan lawan yg seimbang aga bermain lebih menyenangkan dan tidak ada lagi mendapatkan team yang beban",baik sistem main solo duo trio team lawan yg imbang aga main senang team beban,3,Aldi Yansah,Netral
2025-03-01 06:07:31,ngebug stack pas mau login,ngebug stack pas login,2,Yanzz Kece,Negatif
2025-03-01 06:07:22,Bagus banget 🥰🥰🥰,bagus banget ,5,Fajri Arasyid,Positif
2025-03-01 06:07:07,Sudah download semua data malah di ulang Mulu Jadi saya kasih 2 bintang,download data ulang mulu kasih 2 bintang,2,ainaya rahma,Negatif
2025-03-01 06:06:58,Bagus dan banyak hero,bagus hero,5,Aka Tipu,Positif
2025-03-01 06:06:07,"Ya, lumayan lah tapi kurang kan dark sistem",lumayan dark sistem,4,Pengguna Google,Positif
2025-03-01 06:04:57,Ok,,5,Bilqis Fatmah aulia,Positif
2025-03-01 06:03:31,Monton asal asal ben 10949 hari 5 jam,monton ben 10949 5 jam,1,Pengguna Google,Negatif
2025-03-01 06:03:19,ML dajal banyak draksistem,ml dajal draksistem,1,Marcel Lino,Negatif
2025-03-01 06:01:40,gamenya seru sangat,gamenya seru,5,Muhammad Ali,Positif
2025-03-01 06:01:09,cokk game picek,cokk game picek,1,Matane Cok,Negatif
2025-03-01 06:00:44,G. Kasih winstrek dong moomton,g kasih winstrek moomton,1,Nabilaza Destyan,Negatif
2025-03-01 06:00:29,Tolong kasih tim yang bener dikit gausah bodoh kali kasih tim,kasih tim bener dikit gausah bodoh kali kasih tim,1,Fayyadh Ramadhab,Negatif
2025-03-01 05:59:03,Role bertabrakan mulu dan sudah bosen,role tabrak mulu bosen,1,Ina Ira,Negatif
2025-03-01 05:58:34,Buka kebun binatang aja ton,buka kebun binatang aja ton,1,Dana Aji,Negatif
2025-03-01 05:56:27,Game gajelas ls mlu,game gajelas ls mlu,1,Adit0377,Negatif
2025-03-01 05:56:13,Game cacat . Player solo susah naik rank dikasih tim lemah terus,game cacat player solo susah rank kasih tim lemah,1,Cecep Widajatnika,Negatif
2025-03-01 05:55:52,Draksistem terburuk. Mending maen Honor,draksistem buruk mending maen honor,1,Edi Janggut,Negatif
2025-03-01 05:55:41,Mobile legends itu seru banget apalagi kalau mabar sama temen temen uhh seru banget,mobile legends seru banget mabar temen temen uhh seru banget,4,Ai Siska,Positif
2025-03-01 05:55:27,Seru tapi banyak dark sistem nya setiap main kalah tapi aku yang MVP,seru dark sistem nya main kalah mvp,2,Rizki Rio raivan,Negatif
2025-03-01 05:54:09,Saya sebagai player miya sangat kecewa karena miya sampai saat ini belum ada skin epic yg bisa dibeli dengan daimon..sedangkan hero yg lain begitu banyak..tapi ada skin epic nya yg bs dibeli..skin miya terlalu banyak yg harus dapatkan dari event..sengat kecewa sya..sya harap akan ada skin epic miya di season akan dtg..,player miya kecewa miya skin epic yg beli daimonsedangkan hero yg banyaktapi skin epic nya yg bs dibeliskin miya yg dapat eventsengat kecewa syasya harap skin epic miya season dtg,5,Golden Sakura,Positif
2025-03-01 05:54:03,Menghalangi instalasi aplikasi lain,halang instalasi aplikasi,1,Deydi Fitriady Poetra,Negatif
2025-03-01 05:53:37,banyak drak sistem,drak sistem,5,Muhammad Akhbar,Positif
2025-03-01 05:53:27,Bagus,bagus,5,Endang Sriwati,Positif
2025-03-01 05:52:36,Ini permainan moba paling terbaik,main moba baik,5,Shelli lopaska Shelli lopaska,Positif
2025-03-01 05:51:54,Tolong sih dikasih temen yang normal dikit sistem pencocokannya di tingkatkan jangan BOT aja yang jadi temennya,sih kasih temen normal dikit sistem cocok tingkat bot aja temennya,1,Moch Iqbal Hanafi,Negatif
2025-03-01 05:51:47,seru,seru,5,Athalla Zikry Azzami,Positif
2025-03-01 05:50:48,Hiburan dan rame banget iloveyou mobile Legends,hibur rame banget iloveyou mobile legends,5,cecep Kohar,Positif
2025-03-01 05:50:08,Mantap,mantap,5,Alqi Alisodiqin,Positif
2025-03-01 05:47:55,Game idiotttttt,game idiotttttt,1,Ilham azza,Negatif
2025-03-01 05:47:39,I like this game,i like this game,5,Arsyad m ehsan,Positif
2025-03-01 05:47:08,Game sampah di glory skil epik,game sampah glory skil epik,1,Jimmi Iskandar,Negatif
2025-03-01 05:45:44,Kebanyakan dark system dan orang-orang toxic,banyak dark system orangorang toxic,1,Naufal Syafiq,Negatif
2025-03-01 05:44:56,Game burik game burik game burikkkkk🤮🤮🤮🤮🤮🤮🤮🤮,game burik game burik game burikkkkk,1,Sawitry Pratama,Negatif
2025-03-01 05:44:12,game menghilang stresss,game hilang stresss,5,bintang01,Positif
2025-03-01 05:44:06,"game nya bagus kaya perang""gitu",game nya bagus kaya peranggitu,5,Anschel Raffertha,Positif
2025-03-01 05:44:06,Gamenya hade banget sampai sampai mata ku rusak dan kakiku di operasi 🗿,gamenya hade banget mata ku rusak kaki operasi ,2,rania nazwa,Negatif
2025-03-01 05:43:35,Permainan nya bagus tapi ada yg kurang Nih ceitanya.Ml gk ada rumahnya sama gk ada pintu.jangan ngehina ff kalo ml juga gk punya pintu,main nya bagus yg nih ceitanyaml gk rumah gk pintujangan ngehina ff kalo ml gk pintu,2,Syahira Almira,Negatif
2025-03-01 05:41:52,Sy tidak merekomendasikan game ini karena game ini sangat buruk seperti akun ku yang bernama PRO RAVAHAD YANG HARUSNYA LEJEN 4 BINTANG 2 tiba tiba turun LEJEN 5 BINTANG 2 karena sy diberikan tim yang buruk atau dark sistem oleh karena itu game ini sangat buruk dimainkan 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,sy rekomendasi game game buruk akun ku nama pro ravahad lejen 4 bintang 2 turun lejen 5 bintang 2 sy tim buruk dark sistem game buruk main ,1,Ravatar Ravahat,Negatif
2025-03-01 05:40:04,"sinyal tidak stabil, masa lagi posisi defend sinyal yang awalnya bagus tiba tiba melonjak ke 303ms, kan sangat merugikan banget apalagi saat main rank",sinyal stabil posisi defend sinyal bagus lonjak 303ms rugi banget main rank,1,01 Abid,Negatif
2025-03-01 05:38:58,Permainan nya bagus,main nya bagus,5,Giovanni farrel,Positif
2025-03-01 05:38:54,Game banyak yang main,game main,5,Ahmad Siswanto,Positif
2025-03-01 05:37:22,Saya suka sama game ini,suka game,5,Adam Adax,Positif
2025-03-01 05:37:16,Gem anj banyak draksistem penghuni neraka,gem anj draksistem huni neraka,1,Muhammad Jafar,Negatif
2025-03-01 05:36:57,"WOI MOONTOON, klo afk ketika main classic jangan dikurangin kredit skornya lah, main classic buat nyari kredit skor malah pas afk dikurangin, lagian klo menang atau kalah ga dapet apa"", memang kau kira yg maen game cuma pengangguran doang, kita yg pada jagain toko juga main, semua Player juga tau klo maen classic cuma buat have fun aja, lain lgi klo rank baru terserah kau kurangin kredit skor brapa aja,",woi moontoon klo afk main classic rangin kredit skor main classic nyari kredit skor pas afk rangin klo menang kalah ga dapet kau yg maen game anggur doang yg jagain toko main player tau klo maen classic have fun aja lgi klo rank serah kau rangin kredit skor brapa aja,5,Fitra Bimo,Positif
2025-03-01 05:36:49,Game nya sangat bagus cuman ada bug yg bikin susah dan kenapa gak bisa ganti kontrolnya di ingame,game nya bagus cuman bug yg bikin susah gak ganti kontrol ingame,4,Damannuri Askha,Positif
2025-03-01 05:36:00,Asyikk,asyikk,5,Dedy Danroy,Positif
2025-03-01 05:34:54,game nya bagus buat ilangin gabut,game nya bagus ilangin gabut,5,Zahra Asyifa,Positif
2025-03-01 05:34:28,"Game yang aneh,pas war lansung ga bisa bergerak,jaringan stabil,ketemu team yg tier di warior semua,game burik,sejak dari tahun 2017 saya main ini game dan sekarang sudah pada eror terus.",game anehpas war lansung ga bergerakjaringan stabilketemu team yg tier warior semuagame buriksejak 2017 main game eror,1,Rafi Zatrya,Negatif
2025-03-01 05:33:58,Aku raja carry,raja carry,5,maximillian wongso,Positif
2025-03-01 05:33:18,Ok ml,ml,5,Ferdian Rizky,Positif
2025-03-01 05:33:17,Game gk jelas drak sistem mulu lollll,game gk drak sistem mulu lollll,1,Muhammad Fatih,Negatif
2025-03-01 05:32:42,Banyak dark sistem males main karena player yang boot,dark sistem males main player boot,1,Romi Alizar,Negatif
2025-03-01 05:31:51,game pelit,game pelit,1,Gio ffredo,Negatif
2025-03-01 05:31:46,Kebanyakan bug,banyak bug,4,FaridZ Dwi Nugroho,Positif
2025-03-01 05:31:41,Merosak otak dan gem yang emgesilin bet dah,merosak otak gem emgesilin bet dah,1,qayzia zia,Negatif
2025-03-01 05:30:02,Ampas,ampas,1,sandland fun,Negatif
2025-03-01 05:29:22,"Pembagian tim yang sangat buruk , selalu memberikan tim dengan role yang sama",bagi tim buruk tim role,1,Kevin putra Kevin putra,Negatif
2025-03-01 05:29:19,Bagus,bagus,5,dahsyat adi,Positif
2025-03-01 05:28:25,Tim yang tidak seimbang capeee,tim imbang capeee,1,Putri Viaa,Negatif
2025-03-01 05:28:17,Moonton ribet banget magic chess pake di pisah aplikasinya,moonton ribet banget magic chess pake pisah aplikasi,1,Bagus Hadi Kuncara,Negatif
2025-03-01 05:27:03,Mending jangan main game ini kalo kalian lagi puasa,mending main game kalo puasa,1,Mkamun Mun,Negatif
2025-03-01 05:27:01,jijik dengan lag mulu sinyal bagus gimna nih moontoon giliran war lag parah giliran udah mati baru lancar,jijik lag mulu sinyal bagus gimna nih moontoon gilir war lag parah gilir udah mati lancar,1,Nurman Nugraha,Negatif
2025-03-01 05:26:17,Game nya bagus dan seru tapi terkadang error saya rekomendasikan untuk kalian,game nya bagus seru terkadang error rekomendasi,5,Imas Maskanah,Positif
2025-03-01 05:26:17,Game yang sangat menghibur di kala waktu luang.,game hibur luang,5,Moba Robins,Positif
2025-03-01 05:25:59,Game ampas,game ampas,1,MUHAMAD RUSLAN,Negatif
2025-03-01 05:23:14,Kasih tim tu yang bener bukan klo yang gk bisa main atau maunya troll kasih lah hukuman sama klo kalah jangan cuman protecion poin doang laya poi keberanian kek Ah MOOONTON GARA GARA PLAYER MALAS MAIN JADI LOSE STREAK,kasih tim tu bener klo gk main mau troll kasih hukum klo kalah cuman protecion poin doang laya poi berani kek ah mooonton gara gara player malas main lose streak,5,enoch tigojlin,Positif
2025-03-01 05:22:27,👎👎,,1,Rahfa Al nurfazry,Negatif
2025-03-01 05:22:11,Hok game terbaik ml jelek,hok game baik ml jelek,1,Zaky Abdy,Negatif
2025-03-01 05:21:53,seru,seru,5,mey syafa nur farida,Positif
