Date,Text,Score,Username,Sentiment
2025-01-29 08:18:15,ini gem apa ngelek banget 1 bintang lagi ke imo malah ngelek,3,Ilham Nur,Netral
2025-01-29 07:54:18,Banyak dark sistem kayak taik mlbb semoga dark sistem bisa dihilangkan mlbb hilang kan game mlbb di rank epik banyak yang ngetrol game nya aslinya bagus tapi banyak dark sistem,3,LONDRI MALANG,Netral
2025-01-29 07:48:40,"seru banget,tp buat org stres",3,Celine,Netral
2025-01-29 07:43:44,"bikin game adilin dikit napah su, gua nge rank di epic di kasih musuh legend Mulu ajg, terus juga Hero selena nerf lol giliran tigreal yang stun nya bentar masih lu nerf Selena yang punya stun SE abad ga di nerf sama sekali ga adil game kaya ginian emang",3,Dzian Vikramadhitya Suganda,Netral
2025-01-29 07:35:02,tolong hapus drak sistem ton monton,3,Panji Adi wangsa,Netral
2025-01-29 07:16:00,Percuma game vanyak peminat nya kalo macth nya jelek bat minimil kasih lawan yg sepanda lh wajar kah losestreak 15 kali pdahal game nya bagus kurang deteck aja males jadi jadinya mah game ini ngbosenin,3,Aisyah Ekadwisyamsia,Netral
2025-01-29 07:13:13,😌,3,Pria Muda,Netral
2025-01-29 07:07:40,"geme nya seru banget , TPI kalo main rank masa langsung turun bintang nya curang banget terus waktu itu aku ad di suruh mm ke warung atau apalah itu terus kan afk jadi GK bisa main lagi jadi tolong di perbaiki monton",3,Dartie ti,Netral
2025-01-29 06:49:26,Tolong. Perbaiki jaringan nya bos jngn bikin emisi,3,Umas Umas,Netral
2025-01-29 06:39:15,bagus semua problem nya cuman player nya aja yang masih banyak gak bisa main dan susah di kasih tau,3,Bumi Arkan,Netral
2025-01-29 06:30:25,Tolong lah kita main solo jangan bagi kawan yang goblok penat main macam ni,3,Bg Jer,Netral
2025-01-29 06:19:09,game nya bagus tapi banyak bngt dark system nya oh iya moonton ilangin tombol yang bisa pause game di custom,3,Oppo Indonesia,Netral
2025-01-29 06:07:29,Kadang bikin jengkel susah amat naiknya,3,Hendra Jaya,Netral
2025-01-29 06:06:02,Tolong kalau lagi keleg hilangkan apk nya game nya bagis,3,Utis Sutisna,Netral
2025-01-29 06:00:10,Sebenarnya asik sih main di sini trs juga bisa main offline..tapi minusnya...jaringan yang bagus tapi malah di diliat jaringan kek jelek padahal bagus jaringan..trs juga sering pas di pertandingan sering di keluarin tanpa sebab..padahal kalo gejala gejla yang saya sebutkan itu ga ada pasti sudah saya kasih bintang 5.... Tapi ini sudah bikin saya muak dan jadi saya kasih rating 3..dan semoga di perhatikan lebih dalam lagi sama moontoon🙏 Sekian Terimakasih,3,Salwa Salwa,Netral
2025-01-29 05:52:42,tolong monton mb nya di kurangin!👍🏻,3,Randy Wahyudi,Netral
2025-01-29 05:47:52,bug ny di ilangin piladd,3,Evo Ramando,Netral
2025-01-29 05:43:40,game nya seru tapi karena di In game saya selalu diberi tim yang tidak bisa main sedangkan tim musuh pada hebat saya kasih dulu bintang 3,3,Mahadirga Maulana,Netral
2025-01-29 05:35:13,Kasih aku win sterk montoon,3,Haris Maulana,Netral
2025-01-29 05:31:15,Musuh nya jago. Tim gua pada bot. Kasih tim yg seimbang lah. Jangan kasih musuh jago . Tim gua bot. Tolong drak sistem di pertemu drak sistem jangan player solo . Sayang player solo pus rank.,3,AHMAD RAFAI,Netral
2025-01-29 05:18:59,"saya sangat kecewa dengan game inih, karna kalau musuh main dapet tim sama draf yg bagus,sedangkan saya suka du kasih tim hewan mulu yg mainnya kaga bnr dan suka egois",3,Putra Mandiri,Netral
2025-01-29 05:09:42,"Kasi gua menang,nama gua king alpha",3,Dewi Hawati,Netral
2025-01-29 04:34:04,Tolonglah moonton Kalo mau main rank buatin minimal level 45. Capek ketemu bocil ff baru main,3,Surya,Netral
2025-01-29 04:10:41,"Ga ada pemilihan role, lu maen solo kaya gaca buat dpt tim bagus apa jelek",3,Carli Soman,Netral
2025-01-29 03:58:52,"GUA CAPE TURUN NAIK MAIN NI GAME WOY, MOONTON NGASI TIM YG BENER LAHHHH",3,Muhammad Al-Farezel,Netral
2025-01-29 03:33:30,Saya ingin musuhnya tidak sulit,3,Fathan Hafidz,Netral
2025-01-29 03:27:46,semenjak malefic gun di nerf semua marksman jelek gaada damage tolong di revamp kembali min!!,3,BANG HISYAM,Netral
2025-01-29 03:24:00,Min tolong ya kalok main renk rol nya di pisahit jangan sama semua aku main beberapa mets setim malah rol nya sama semua hedeh tambahin fitur nya ya min!!,3,Luna Oktavia,Netral
2025-01-29 03:15:22,Kocak orang ada wifi masih ngelek banget kocak monton,3,Fathul Arifin,Netral
2025-01-29 03:15:20,Geme pembawa sial Dan kuragin skor kredit drak sistem,3,Nur Kholis,Netral
2025-01-29 03:11:39,Jangan kasih tim drak sistem napa,3,Demak Demak,Netral
2025-01-29 02:23:57,Banyak Bukk Karena tidak bisa yekip karena . Loatitu rus Dan dan motan burik sekali super-super,3,Icha Nabila,Netral
2025-01-29 02:17:18,Semuanya ok tapi masalh jaringan mahon diperbaiki,3,Davin,Netral
2025-01-29 02:01:56,Maaf doang sya boleh minta tolong misalnya ni kita beli skin diadvance server trs bisa dikirim dioriginal server,3,kiki Citra,Netral
2025-01-29 02:01:35,Kalo bisah kami pemain di tambakan arena yang berbedah,3,Kep Lo,Netral
2025-01-29 01:27:52,Ko aku gk bisa main monton padahal dah ke instal,3,Faisal Allawi,Netral
2025-01-29 01:16:20,DARI TADI KALAH MULU,3,Rizy Salman,Netral
2025-01-29 01:13:45,"Jeleknya game ini banyak juga bocilnya main, jadi susah buat naikin rank.. Krn kadang di buat lost track",3,Misran Tsabit,Netral
2025-01-29 00:48:09,B aja,3,Baim Wong,Netral
2025-01-29 00:37:27,Gamenya lumayan tapi di eventnya mengecewakan karna tidak bisa ambil yang kesatu yang kedua maupun ketiga Tidakbisa diambil lagi,3,Edi Setiyoko,Netral
2025-01-29 00:26:44,Bagus,3,aiza putri,Netral
2025-01-29 00:23:59,Assalamu'alaikum mooton kurang ngi lah drak sistem pliss masa menang 1 kali kalah 10 kan dak masuk akal,3,Ahmad Rupawan,Netral
2025-01-29 00:23:44,"Terlalu banyak dark sistem, kecewa main game ini👎",3,hermanus juliver,Netral
2025-01-29 00:16:14,"tim nya kadang"" gaje banya dark sistem",3,Dila Kok,Netral
2025-01-28 23:56:28,Saya pas main ml temennya saya dark sistem udah ngecet ngecet ngak jelas ngatain bot terus lawan nya terlalu pro tolong di perbaiki moonton,3,Muzaini Arkham,Netral
2025-01-28 23:03:32,"Apalah pas masuk tiba tiba masuk ke akun orang, padahal sebelumnya g bikin akun lain, aku juga mau ganti akun g bisa",3,Laela Iswandari,Netral
2025-01-28 22:55:17,Saya puas dengan drak sistem yg anda beri🗿,3,Marfel ZH,Netral
2025-01-28 22:03:31,Di kasih ya mausu yng tingi tingi aneh banget si Mutun🙊,3,Imron Wijaya,Netral
2025-01-28 22:02:46,game nya sangat dan sangat menantang tapi tolong jaringannya tolong diperbaiki soalnya matcha makignya lama,3,Maul Yusuf,Netral
2025-01-28 22:02:34,banyak drak sistem ga bisa main bisa nya bacot mulu muntun tolong lah cape nge push dari pagi sampai malam cuman naik turun aja gimana ini ml rusak muntun plis hapus drak sistem dari ml biar ga ngebebanin main ketemu angela main ketemu duo bucin cape muntun dah muak gw plis perbaik i lagi ml nya rusak kali dah malas aku main lgi gara gara banyak drak sistem cuman bisa hina perbaik i lagi klo dah di perbaik i aku akan main lgi klo banyak drak sistem gw hapus ml gw ga main lgi,3,Akbar Nugie,Netral
2025-01-28 22:00:20,Gemini sangat bagus,3,Olga Yulia,Netral
2025-01-28 19:57:02,Bagus sih bagus tapi tolong lah kasi tim sama lawan itu yang waras.,3,Wiliam juner Sarumaha,Netral
2025-01-28 19:54:17,"Matchmakingnya masih buruk. Alangkah baiknya moonton jika ada fitur pilih role sebelum matchmaking dimulai.. PERCUMA KASIH FEEDBACK berkali-kali tapi ga ada perubahan.... Komitmen komitmen doang. Ga ada usaha, hanya omongan",3,Syukur Fitriyansyah,Netral
2025-01-28 18:42:05,"Saya sering mengalami kekecewaan ketika bermain MLBB. Saya Belum puas, karena sistem match making yang tidak adil. Sebagai perbandingan menang satu kali lalu mengalami kekalahan 2-4 kali beruntun setelah itu diberi menang lagi. Begitu seterusnya. Padahal saya sudah bermain dengan sungguh-sungguh berusaha keras untuk tidak memperoleh medali perunggu(Coklat). Tapi terlalu dan masih sering mendapatkan team yang tidak bersungguh sungguh, feeder dan tak ada kontribusi.",3,Nurul Firmansyah,Netral
2025-01-28 18:07:58,Banyak player yang tidak serius dalam game karna stiap season turun level. Naik level lagi jdi susah...,3,Mr. Marta,Netral
2025-01-28 18:07:13,tolonglah moonton.klw ada player yg afk tolong beri kmi bintang jika meryerah...jagan buang2 waktu kami,3,yin annas,Netral
2025-01-28 17:45:17,Yang bener lah kocak ngasih tim,3,Akz Pass,Netral
2025-01-28 17:22:23,Kok lag trus,3,olo Pengabean,Netral
2025-01-28 16:44:52,Banyak darksistem moonton,3,Candra Saputra,Netral
2025-01-28 15:49:21,Kenapa gamenya suka ngecrash dan karna ngecrash membuat saya kalah😡😡😡😡😡😡,3,Fadil Dil,Netral
2025-01-28 15:45:42,geme bhusukkk,3,Arya Bintang,Netral
2025-01-28 15:43:47,Ini game kyk udh diatur sama monton hero yg kita pakai match pertama sakit nya mintak ampun pas mtch yg kedua gk ada damage sama sekali,3,Nida Fc,Netral
2025-01-28 14:19:12,Moontin jahat,3,Resty Narendra Wahyu Ganjar,Netral
2025-01-28 14:14:03,Wah game ini bikin gak stress sangat seru loh ya☝️🤓,3,juro abyano,Netral
2025-01-28 14:13:27,wahai moonton sayang ... masa iya skin HANZO mentok di SPECIAL .. update lagi lh skin HANZO nyaaaaaa 😭😭,3,Arza zhidan Lc,Netral
2025-01-28 14:13:20,woiii moonton kenapa sekarang jaringan delay bangett aku udah pake wifi+data masih aja tetep ngeleg di ping 60-90ms sebagai user assasin ini merugikan sekali apalagi pas kontes turtle/lord,3,Mochammad Faiq,Netral
2025-01-28 13:47:41,"Dikasih team gak bisa main semua,giliran musuhnya proplayer",3,Nizam Khoirul,Netral
2025-01-28 13:42:47,"Game cuma bikin emosi, kalo dah kalah 1x pasti habis itu kalah terus kayak lawannya gak seimbang aja",3,mbuch ragk retii,Netral
2025-01-28 13:25:49,"Handphone kentang jaringan jelek makin gak mau gerak, kualitas game terlalu berat,jangan salahkan player sering AFK itu bukan karena nub atau gimana, emang terlalu berat ditambah jaringan / wifi buruk mau gerak seperti robot,",3,AA Muammar,Netral
2025-01-28 13:22:41,"pls lah, ngasi ls nya dikittt aja, gw cape ls dri lejen 2 bintang 4 ke lejen 4 bintang 1, itu udah keterlaluan bgt anj",3,Anggi Rorrr,Netral
2025-01-28 13:19:26,Seruh 🎉🫰,3,Ikbal Paputungan,Netral
2025-01-28 12:58:37,MLBB seringan BUG. Jaringan bagus tetap aja LEG..,3,sitimaimunah11,Netral
2025-01-28 12:46:44,"ml cukup ok si buat mabar sm temen, cm kenapa ya musuhnya kadang bot, kdg jago bgt, kaya hampir jarang gt nemu musuh yang seimbang, ni game jg ga aman bgt, bnyk cheater yg bikin gmpg menangin timnya",3,Cataleya Mahila Kanahaya,Netral
2025-01-28 12:35:56,Coba tolong perbaiki lgi masalah jaringan,3,Supri Yatna,Netral
2025-01-28 12:20:28,Lumayan,3,Dayrirot Meler,Netral
2025-01-28 12:19:13,"Monton tolong di perbaiki,suka ngeframe sendiri padahal jaringan bagus,pertandingan yang ga sesuai,susah,tidak membuat bahagia",3,Indah Dah,Netral
2025-01-28 12:09:11,Game nya bagus tapi sering ketemu tim dark sistem tolong moonton kasih yang jago,3,satria ismu,Netral
2025-01-28 11:50:17,"Lumayan bagus, tapi kalo event cepet banget selesai nya, kalo event lebih lama ya(saran ku)",3,Kamu naya Cepmek,Netral
2025-01-28 11:46:29,"maaf ini kenapa ya? kok punyaku gakbisa dibuka, nge' stuck di tulisan ""Mobile Legends"". jadi ini aku mau download lagi, coba lagi karna siapa tau bisa dibuka",3,Sholikah 1,Netral
2025-01-28 11:46:19,"Masalah dark sistem gw maklumin tpi masalah ping, pas buka apk lain ping nya bagus tpi pas main ml kok drop",3,Player Balmond,Netral
2025-01-28 11:43:07,Bug layar freeze kembali montoon,3,naway Munawar,Netral
2025-01-28 11:22:06,Kepada yang terhormat montoon kenapa ini patah²,3,Infinix Imfinix,Netral
2025-01-28 11:00:55,Gak sangat seru gem nya pata pata dan ngelek dia ngelek berja LAN sendiri agak aneh,3,Juragan Belitung,Netral
2025-01-28 10:59:18,"Aku sih not bad main nya tapi aku sudah bermain Serapi mungkin di brawl gak afk sama sekali terus aku liat kredit skor kok 58 selesai main brawl itu,kenapa jadi gini padahal aku nggak Afk sama sekali tapi di mail MLBB nya aku afk aneh kan,aku mau bikin moots di tik tok temen ku nonton aku main di situ aku nggak ada sama sekali afk sekali lagi(GAK ADA AFK DI GAME PLAY AKU NGEFEED ENGGAK APA APA NENGGAK DI TUDUH FEED SAMA MOONTON FI SITU AKU MVP ) MOHON DENGAR HATI KECIL PLAYER MU INI PERBAIKI BUG",3,Sandi San,Netral
2025-01-28 10:44:46,Y mobile Y legends: Y bang bang Y,3,Si Fa,Netral
2025-01-28 10:33:04,Banyak dark sistem 🗿 gw lose 7 ×,3,Ahza Hanan,Netral
2025-01-28 10:17:42,Gua los trik,3,Le cha,Netral
2025-01-28 10:01:46,Gua malas bgt d bgi musuh yg jago klu main ranked,3,Noraini Rustam,Netral
2025-01-28 10:01:42,"MOONTON TOLONG KASI SAYA LAWAN YANG MUDAH SOALNYA SAYA INGIN KE MYTICK HARI INI , KALO SAYA MYTICK SAYA KASI BINTANG 5 DEH",3,KAZA GAMING,Netral
2025-01-28 09:18:47,Ini game bikin emosi doang awal nya doang di kasih bahagia habis itu langsung di kasih dark system,3,fatih,Netral
2025-01-28 09:16:29,Pliss dong moonton jangan di kasih lawan yang sulit padahal aku belum terlalu ahli dalam bermain mobile legends,3,Arina Zakiyatul,Netral
2025-01-28 09:15:18,Gamenya sih enak tapi setiap saya mau masukin kode redeem selalu ada alasan seperti cdkey telah di redeem tapi ga masuk masuk hadiahnya,3,FAHMI SALAM,Netral
2025-01-28 09:14:16,Game nya bagus tapi tolong gratis kan skin lagi Gpp kan,3,jaka maulana,Netral
2025-01-28 08:53:16,udah makin bagus cuma kalo bisa tambahin fitur sebelum main bisa pilih mau main di lane mana biar ga rebutan lane gw lose streak mulu gara gara itu anjim,3,Fathur Epic,Netral
2025-01-28 08:50:05,Apalah gampang dpt tim tolol tp tim musuh pro,3,Devano Raditya Aliansyah,Netral
2025-01-28 08:47:24,Cukup baik,3,Jupenri 99,Netral
2025-01-28 08:44:17,Agak seru,3,Wahyu 123,Netral
2025-01-28 08:28:55,"rugiii bngttt spinn starlight doang baru dapetnya pas 49 kali spin, mana dapetnya starlight basic lagi aduh kasian deh kasih b3 aja lah",3,ariinn Erikk,Netral
2025-01-28 08:18:27,Kasih dulu bintang 3 kalau bisa moonton biar lah beri hp kentang bisa main itu cuma masukan,3,Giantara Dewi saputra,Netral
2025-01-28 07:39:07,Menantang,3,aldy Saputra ramadan,Netral
2025-01-28 07:36:36,Gua kasih bintang 3 karena Sayo kalah 6 kali berturut turut terus menang 1 dan kalah lagi 3 kali ini gimana ya monton apa game ini rusak kalo GK dipermudah saya uinstal mlgame rusak ini.,3,Bagas,Netral
2025-01-28 07:28:22,Gem ini lawan op trus,3,Yodi Saputra,Netral
2025-01-28 07:27:51,Kebanyakan dark sistem mohon di perbaiki 😑😑😑,3,Marwan Tahir,Netral
2025-01-28 06:27:21,"Banyak yang komen gamenya banyak dark sistem lah matchmakingnya aneh,kikir, sinyalnya kadang merah tapi yg komen kek gitu Masi mainin game ini kan aneh",3,Koko Itz,Netral
2025-01-28 05:54:32,Game yang sangat ramah lingkungan banyak anomali sama hewan,3,Sandi Septian,Netral
2025-01-28 05:45:49,"Untuk monton sebagai penyedia game dimohonkan untuk meng-adakan pemilihan role seperti moba lain,biar menciptakan pengalaman bermain yang menyenangkan dan juga tolong tentang permasalahan afk mohon untuk tindakannya di perjelas dan adil.",3,Reski Pradetya,Netral
2025-01-28 05:16:50,lose streak mulu,3,Mubaiah Iah,Netral
2025-01-28 05:00:17,"Gamenya bagus dan seru, walaupun agak lag sama dapet timnya kadang gk ngerti main",3,Andy Official,Netral
2025-01-28 04:33:08,Tidak cocok untuk HP dengan gb 4 karna gampang lag top-up di sini sangat mahal dan memakai pembayaran yg sulit,3,Rohim Suprayitno,Netral
2025-01-28 04:22:17,"game bikin frustasi,setiap gw menang dikasi kekalahan lagi menang kasih kalah lagi.dan yang paling ngeselin kasih kemenangannya pas mau turun rank,mending pindah HOK aja",3,Deril pradipta,Netral
2025-01-28 04:16:41,Game nya s bgus cmn ketemu drk sistem mulu ls terus hade,3,Resni wati,Netral
2025-01-28 03:44:51,burik,3,Vais candra Laksana,Netral
2025-01-28 03:31:19,Klo buat game yang niat apa gw main jaringan stabil masa di ml nya merah kga gerak,3,Nur Hayanah,Netral
2025-01-28 03:23:00,Entah kenapa jaringan sering delay pas main jadi gk nyaman jadi males buka gamenya Tolong buat developer perbaiki lagi,3,Syahleho 2399,Netral
2025-01-28 03:21:00,"*""hujan hanya membasahi bukan melindungi,dan aku hanya mencintai bukan memiliki""",3,GAMER TV,Netral
2025-01-28 03:11:39,woi moonton kalo kasih tim yang bener lah gua kalah Mulu di rank setiap naik divisi tim tim yang lu kasih kek anj,3,Rangga Putra pratama,Netral
2025-01-28 03:08:17,"ngelag,meskipun bagus",3,Nasma Nursaliha,Netral
2025-01-28 02:48:59,seru sih game nya cuma gni monton agak ngotak sih ngasih team masa tean musuh jago team kita dongo,3,Asull Maulid,Netral
2025-01-28 02:20:04,Selalu dapat kawan dari sistem..,3,Sang Rizky,Netral
2025-01-28 02:14:34,dapet nya dark sistem muluuu giliran musuh aja dpt nya bagus bagus,3,Daffa Ibnu,Netral
2025-01-28 01:53:48,Tolong berikan saya kemenangan,3,Rizal Putra,Netral
2025-01-28 01:44:45,Game nya seru cuman kalo afk kredit score nya cepet turun dan banyak dark sistem,3,Alvian Aditya,Netral
2025-01-28 01:22:38,"untuk game nya sudah bagus dan untuk ingame nya juga sudah ok, tapi kenapa ya saat saya reinstall game nya, malah tidak bisa masuk, apakah mobile legend nya sedang error atau bagaimana ni?, mohon di atasi secepatnya.",3,Ibrahim Alkautsar,Netral
2025-01-28 01:22:09,Bos tolong perbaiki sinyal nya leg Mulu sinyal nya perbaiki dong klo udh GK ada leg saya ksh bintang ful,3,Saff Ari,Netral
2025-01-28 00:55:35,Game bagus sekali,3,Hafizhin Syahreza,Netral
2025-01-28 00:46:20,Banyak banget dark sistem bermunculan terus sama lu min ngasih Player hebat cuhhh,3,Faiq Aisar Alfawwaz,Netral
2025-01-28 00:36:04,Tolong dong buat hero lylia di revamp di kasih cd cepat skill 2 nya dan jg mana nya boros banget,3,eoji ran,Netral
2025-01-28 00:33:13,Main nya seruh dan mantap,3,Romadon Bae,Netral
2025-01-27 23:55:53,Sangat bagus dan bikin stres,3,Yanto Yanto kusumo,Netral
2025-01-27 21:05:17,Mencoba lagi,3,Triandi Handiko S K,Netral
2025-01-27 18:59:28,Di update kok malah gak bisa Log in credit skor Dari 50 ke bawah Malah gk bisa Di Mainkan game nya Please perbaiki lagi Dong.????..,3,BayOnk A7X,Netral
2025-01-27 18:42:23,"GK bisa apa kasih tim yang serius gua mentok legend mulu gak di kasih naik, baru aja naik lansung di kasih kalah tolong lah montoon kasih winstreak",3,Muflih Muflihudin,Netral
2025-01-27 18:30:45,Gua berhenti main game ini. Di karenakan ml semakin berat pada akhirnya device gua tidak mampu menjalankan ml tapi gua masih suka ml walaupun tidak bisa memainkannya lagi sampai gua bisa membeli device yang lebih kuat.,3,Gaming Wawan65,Netral
2025-01-27 18:05:51,Tolong lah jaringannya monton padahal wifi lancar malah leg Padahal 1 bintang lagi mau glory,3,Zuanyi Zuanyi,Netral
2025-01-27 18:05:49,Game aneh di kasi tim ngetrol terus cape gw,3,Rsynex Synexr,Netral
2025-01-27 17:28:52,"Kesel bgt maen ini,dpt tim dark terus,susah buat naikin ,masa udh tinggl 1 bintang mau naik di turunin lagi karena se tim sama dark,,udh gitu kadang di buat lag,gmna nih mau naikin ke myhtic,saya kurangin bintang nya,nnti kalau udh mhytic saya taikin lagi bintang nya",3,Andi Suhandi,Netral
2025-01-27 16:38:40,woi monton kasih tim itu yg bisa main lah pepeq,3,Luki,Netral
2025-01-27 16:38:07,moontoon ngasih team yang beneran dikit cape di troll terus ah elah jadi pengen hapus dah,3,Rizky rivaldy,Netral
2025-01-27 16:29:27,Game eror masak sinyal bagus tiba² menghubungkan ulang login lagi juga tidak bisa,3,Fandi,Netral
2025-01-27 16:26:29,Game gaje. Sinyal hijau sampe mentok malah gk bisa digerakin game tolol,3,Nazira Devina,Netral
2025-01-27 15:54:48,"Y BGS , kikir dan saya tdk suka. mks",3,Kax.,Netral
2025-01-27 15:31:11,"Heh nuntun,gimana sii bikin bad mood aja, minimal ngasih musuh tuh yang agak gampang,mana dikasih musuh tengil bet player nya 😭 Kasih menang Napa sii",3,imam Sanusi,Netral
2025-01-27 15:27:43,"bagus banget game nya, grafik nya juga hd, bagus banget pokoknya,,tapi kadang' dapat musuh yang ngk seimbang,, download gess apa lagi ada banyak event"" yg ngk klh seru loh,,🤩 seruuu game nyaa pokoknya seruuu,, aku ngkk akan pindah ke sebelah kokk🥰🥰.. tapii boongg😹",3,Idawulan Pradnya,Netral
2025-01-27 15:01:03,Lumayan,3,Fadli Surianto,Netral
2025-01-27 14:55:25,Kenapa kalo kurang satu bintang pasti kalah 😡😡😡😡😡,3,Rahma Shafa,Netral
2025-01-27 14:45:31,Ilangin dark system,3,Hamid Gaming,Netral
2025-01-27 14:39:02,sip mantap lose streak saya karna mage terbaik ini☺️,3,Raysha innara Raysha,Netral
2025-01-27 14:14:00,Tolong lah kalau main jangan di kasih tim bego semua jadi kalah mulu mana kalo MVP kalah tetep turun,3,Faqih Ahmad,Netral
2025-01-27 14:08:14,"Selalu dikasih lose streak mulu, males banget 😒",3,Ravania cinta Cinta,Netral
2025-01-27 13:42:35,"Gamenya sangat bagus,",3,Fransiskus Bernadus,Netral
2025-01-27 13:34:47,montoon tolong lah perbaikan dalam matching nya kenapa selalu dipertemukan sama bot dan sistem jaringan selalu error saya ini player 2018 tolong diperbaiki kendala yang saya sampaikan,3,Okata Sasimori,Netral
2025-01-27 13:11:34,Monton aku sebagai warga evik jadi tolong jangan terlalu susah musuh nya dan satu lagi seimbangin mainnya jangan pilihkasih niknem:KOPAY AJA,3,Pengguna Google,Netral
2025-01-27 13:10:45,"Player ga masuk akal semua salah satu pasti bot kalo ngga player""lol",3,Jordi Tri.,Netral
2025-01-27 12:55:39,Udah bagus sih tapi tolong pas replay kan kita liat pertandingan kita terus waktunya gabisa kita mundurin tolong waktunya mundurin biar enak,3,Brandon Franklin,Netral
2025-01-27 12:48:59,Oy montoon bikin sistem yang gk bikin palyer nya tabrak role lah masa gw player roam nabrak player roam lagi egois lagi player roam tolong segera di buat saya frustasi dari pagi sampe sekarang maen ml kalah mulu bosen,3,Raafie,Netral
2025-01-27 12:44:31,Cape dapet team nya kaya Computer trus giliran lawan nyah jago trus,3,Siska Sernita,Netral
2025-01-27 12:24:23,Terlalu banyak drak sistem,3,Azmi Toto,Netral
2025-01-27 12:17:21,jaringan benerin tod. sinyal gua kenceng masa ngelag di game,3,091 _Aufa Rifqi Fasha,Netral
2025-01-27 12:09:58,game yg lumayan bagus.tapi sebaiknya monton lebih memperhatikan player² yg merugikan tim dan memberikan pelanggaran terhadap player yg merugikan tim itu sendiri,3,Zilong Ml,Netral
2025-01-27 12:00:37,Tolong kurangi drak sisem nya ya,3,Adi Martua,Netral
2025-01-27 11:53:18,"Tolong min Tentang MC GOGO , jgn ada yg di ubah dari MC yg lama, pisahkan saja sudah cukup. Skil Commander MC GOGO serasa gk berguna, blesing juga harus nyari di buff.",3,Evi Oktaviana,Netral
2025-01-27 11:51:52,Bagus sih tapi pliss drak sistem hilang gw ga suka cok plisss hilanka,3,Octavio Deus moniz,Netral
2025-01-27 11:48:27,"masih kalah smooth sama game sebelah, padahal udah di setting fps tinggi",3,Enda Yuichi,Netral
2025-01-27 11:42:59,update nya besar banget,3,Haura Susilo,Netral
2025-01-27 11:42:42,Capek kali sama dark sistem nya Ya allah 😓,3,Ahmad,Netral
2025-01-27 11:33:34,Ml tolong hapus draksistem,3,Asep Supriadi,Netral
2025-01-27 11:30:14,"gamenya bagus, but perlu di perkuat lg di sistem jaringannya. jaringan lg lancar, tp pas buka ml malah lag parah, dikit dikit merah, dikit dikit kuning. pdhl device juga mendukung. dan satu lagi, kalau bisa, kasih tim & musuh yang sesuai sama kemampuan kita. ini saya dapat tim yang kualitas mainnya buruk, tim nya malah jago abis. apalagi pas kenaikan rank 1 ke rank 2, misal legend 1 bintang 5 ke mythic, langsung lose streak 5x, bahkan lebih.",3,Nahari Nahari,Netral
2025-01-27 11:22:08,Capek dapet beban mulu kasih tim yang adil dong capek mvp mulu tim nya coklat plis kasih ws lah capek ls mulu lama lama capek main ml capek gua hapus juga ni ml kasih ws yang banyak kek abis ws 5 dikasih ls 16 gak adil tolong monton kasih tim yang jago gak beban gitu yang ngerti main capek dapet tim beban oi monton capek gua kalah menang mulu abis menang 2 kalah4 capek gak di dengerin sama montonn,3,Timbang Tua Banjarnahor,Netral
2025-01-27 11:02:45,Kasih 3 bintang duLu. Suka ngelag soalnya saat bermain di mode rank .,3,Deri Mulyana,Netral
2025-01-27 10:25:36,ga jelek tpi juga ga bagus,3,Alfatih Davian,Netral
2025-01-27 10:14:10,Ketika event skin choize random tidak dapat mengklaim skin epic,3,Octavianus habeahan,Netral
2025-01-27 09:07:36,Game apa ini di kasi tim beban tapi musuh jago jadi kalah mulu lah tolong kasi lawan yang imbang,3,muhammad hanafi,Netral
2025-01-27 08:11:36,kalo untuk hp Xiaomi sering patah patah,3,Najib Kurniawan,Netral
2025-01-27 08:06:39,Aku sih suka prmainannya tapi banyak Drak sistm apa lagi epik aku epik abadi,3,Ninarosdiana Rosdiana,Netral
2025-01-27 07:36:32,Gak mantap kasih kawan nobbb,3,Ardi Aran,Netral
2025-01-27 07:35:15,saya sangat senang jikalau saya senang,3,fadhilah nurussyifa,Netral
2025-01-27 07:33:54,Kasih musuh jangan yang keras rangk Gren master musuhnya kayak legen pls kasih musuh yang sepadan bintang 3 dulu sementara,3,arif febriyanto,Netral
2025-01-27 07:22:41,Jangan mainkan gem ini Jaringan ya gak bagus Gem apa lah ni cok udah stres tambah tres ajing,3,Rahmat Ilahi saputra,Netral
2025-01-27 07:13:13,kocak,3,Caca Handica,Netral
2025-01-27 07:00:12,"Selalu nglag setiap main padahal jaringan ak aman' aja mana ak selalu di kasih LOSTREAK lgii sampai ak pernah banting hp cuma karna ini game, padahal jaringan aku tuh kencang aja tapi selalu aja ngelagg ini kenapa yaa",3,Lola Anggraini,Netral
2025-01-27 06:48:01,"gamenya bagus,tapi playernya dark system!!!.Kalau mau naik rank selalu kalah.Ada orang yang mengejek,padahal dia yang mati terus.dan juga playernya suka berkata kasar!",3,Jagung Manis,Netral
2025-01-27 06:47:21,Tolong kepada pihak monton tolong perbaiki jaringan di ml...udah pake data sama wifi d gabung sama aja leqq heran.. update update tapi jaringan d ml g d perbaiki kapann ni emng kaya yg kemarin kagak leqq kebanyak ngeluarin sekin tapi jaringan sama' leqq udah d gabung sama wifi data kartu telkom masih aja jamping heran heran ml ml,3,akun pribszli,Netral
2025-01-27 06:42:03,Sebenarnya ini game seru sih tapi ya waktu main selalu masalah sinyal kalo gk tim nya,3,Adit Yanto,Netral
